PRIMARY_KEY,Economic_sector,FORMER_DEP,JOB_DEP,work_description,TYPE_OF_CONTRACT,labor_force_status,WORK_CONDITION,Employer_category,WORKING_HOURS,employee_count
79701,"PZ","13","13","341b","CDI","O","C","ct_8",1942,"tr_4"
79707,"MA","90","90","387e","CDI","O","C","ct_9",1820,"tr_6"
79722,"NZ","42","26","643a","CDI","O","C","ct_9",2028,"tr_1"
79732,"QB","49","49","563a","CDI","O","N","ct_7",1639,"tr_0"
79760,"PZ","94","75","524c","TOA","O","P","ct_2",294,"tr_2"
79777,"PZ","49","49","372d","CDI","O","C","ct_5",1820,"tr_3"
79782,"HZ","60","93","372b","CDI","O","C","ct_9",2026,"tr_1"
79786,"JC","34","34","373b","CDI","O","C","ct_9",1799,"tr_6"
79796,"QB","78","78","372b","CDI","O","P","ct_8",1053,"tr_3"
79807,"QA","95","95","523d","CDI","O","C","ct_3",452,"tr_6"
79838,"CG","91","91","484b","CDI","O","C","ct_9",1428,"tr_3"
79839,"MA","83","06","542a","CDI","O","P","ct_9",657,"tr_1"
79844,"GZ","12","12","344d","CDI","O","P","ct_9",1417,"tr_1"
79862,"QB","66","66","525d","CDI","O","C","ct_9",1689,"tr_4"
79880,"HZ","13","26","652a","CDD","O","C","ct_9",748,"tr_3"
79881,"KZ","26","26","376c","CDI","O","C","ct_9",1820,"tr_6"
79900,"OZ","83","83","621f","AUT","O","C","ct_2",2028,"tr_6"
79906,"CH","18","18","623a","CDI","O","C","ct_9",1826,"tr_1"
79908,"GZ","67","75","553c","CDI","O","C","ct_9",703,"tr_3"
79911,"MA","62","75","561f","CDI","O","P","ct_9",1828,"tr_0"
79913,"LZ","01","01","331a","CDI","O","C","ct_5",710,"tr_5"
79920,"QA","21","21","433a","CDI","O","C","ct_9",1798,"tr_3"
79934,"QA","88","88","526b","CDI","O","C","ct_8",1633,"tr_1"
79941,"OZ","57","57","523b","AUT","O","C","ct_1",1820,"tr_3"
79964,"OZ","93","93","433a","CDI","O","C",NA,156,NA
79984,"FZ","07","07","461c","CDI","O","P","ct_9",138,"tr_1"
79985,"DZ","95","92","386d","CDI","O","C","ct_9",1820,"tr_6"
79992,"OZ","94","93","451e","CDI","O","C","ct_8",1470,"tr_3"
80003,"PZ","72","72","422a","CDI","O","P","ct_8",600,"tr_3"
80004,"QA","86","86","431a","CDI","O","C","ct_8",1333,"tr_3"
80022,"QB","89","45","434a","CDI","O","C","ct_8",1820,"tr_5"
80031,"HZ","93","93","641a","CDI","O","C","ct_9",698,"tr_2"
80034,"GZ","54","54","543f","CDI","O","C","ct_9",1820,"tr_2"
80038,"NZ","84","69","534a","CDI","O","C","ct_9",1869,"tr_6"
80042,"HZ","54","54","481a","CDI","O","C","ct_9",1692,"tr_6"
80059,"OZ","27","27","523b","AUT","O","C","ct_1",1820,"tr_6"
80060,"PZ","30","75","342b","CDI","O","P","ct_9",1451,"tr_2"
80061,"GZ","56","35","634a","CDI","O","C","ct_9",1764,"tr_1"
80064,"KZ","69","69","461c","CDI","O","C","ct_9",1491,"tr_5"
80074,"CA","62","62","423b","CDI","O","C","ct_9",1176,"tr_5"
80089,"LZ","38","38","542a","CDI","O","C","ct_9",1351,"tr_2"
80091,"LZ","60","60","541d","CDD","O","P","ct_6",287,"tr_1"
80108,"QA","54","54","526c","CDI","O","C","ct_8",1828,"tr_5"
80109,"QA","11","11","526a","CDI","O","C","ct_9",1999,"tr_6"
80119,"KZ","31","31","526b","CDI","O","C","ct_8",1775,"tr_1"
80124,"JC","69","69","388a","CDI","O","C","ct_9",1834,"tr_6"
80147,"PZ","63","63","341a","CDI","O","C","ct_8",1820,"tr_3"
80163,"PZ","78","78","525b","CDI","O","P","ct_8",802,"tr_5"
80172,"GZ","77","77","554f","CDI","O","P","ct_9",1143,"tr_1"
80176,"NZ","67","67","643a","CDI","O","C",NA,286,"tr_6"
80178,"QB","93","93","526a","CDI","O","C","ct_9",3000,"tr_4"
80185,"OZ","33","33","332b","CDI","O","C","ct_2",1820,"tr_6"
80188,"HZ","14","14","461d","CDI","O","C","ct_9",1798,"tr_6"
80194,"SZ","50","50","423b","CDI","O","C","ct_4",1991,"tr_4"
80196,"MA","13","13","461f","CDI","O","P","ct_9",870,"tr_3"
80207,"GZ","21","21","487a","CDI","O","C","ct_9",1526,"tr_2"
80232,"JC","75","75","352a","CDI","O","P","ct_9",725,"tr_6"
80241,"GZ","74","74","551a","TOA","O","C","ct_9",1071,"tr_1"
80245,"NZ","10","51","684a","CDI","O","P","ct_9",1735,"tr_6"
80266,"NZ",NA,NA,"684a","CDI","O","C","ct_9",1823,"tr_6"
80270,"QB","2B","2B","525d","CDI","O","C","ct_9",1560,"tr_4"
80272,"QB","95","95","525d","CDI","O","C","ct_8",1666,"tr_2"
80275,"MA","75","75","374a","CDI","O","C","ct_9",1806,"tr_1"
80281,"GZ","77","77","462e","CDI","O","P","ct_9",379,"tr_1"
80286,"AZ","24","24","691e","CDI","O","C",NA,161,NA
80291,"HZ","95","93","651b","CDI","O","C","ct_9",710,"tr_5"
80292,"HZ","59","62","641a","CDI","O","C","ct_9",852,"tr_5"
80296,"QA","74","74","632k","AUT","O","C","ct_3",1820,"tr_6"
80297,"FZ","11","11","637d","CDI","O","P","ct_9",295,"tr_0"
80362,"KZ","78","92","467a","CDI","O","P","ct_9",1009,"tr_4"
80364,"PZ","56","56","341a","CDI","O","C","ct_8",1820,"tr_5"
80381,"CL","17","17","373b","CDI","O","C","ct_9",666,"tr_6"
80393,"QA","44","44","526b","CDI","O","C","ct_6",791,"tr_0"
80396,"MA",NA,"75","373c","CDI","O","P","ct_9",555,"tr_1"
80398,"CK","38","38","623a","CDI","O","C","ct_9",759,"tr_2"
80424,"NZ","83","25","486e","CDI","O","C","ct_9",1218,"tr_6"
80426,"CA","38","38","554a","CDI","O","P","ct_9",1402,"tr_1"
80428,"PZ","68","68","691e","AUT","X","P","ct_8",1820,"tr_3"
80429,"QB","78","78","526a","AUT","O","C","ct_2",1820,"tr_4"
80437,"QB",NA,"06","526d","CDI","O","C","ct_9",1741,"tr_3"
80443,"GZ","78","75","637d","CDI","O","C","ct_9",724,"tr_2"
80447,"TZ","92","92","563a","CDD","O","C",NA,215,NA
80456,"PZ","13","13","684a","CDI","O","C","ct_8",1768,"tr_5"
80462,"PZ","59","59","422c","CDI","O","P","ct_8",1697,"tr_5"
80468,"QA","57","57","525d","CDI","O","P","ct_8",1158,"tr_1"
80474,"HZ","93","93","487b","CDI","O","C","ct_9",960,"tr_5"
80475,"NZ","91","91","681a","TTP","O","N","ct_9",996,"tr_1"
80484,"QA","31","31","526b","CDI","O","P","ct_9",936,"tr_1"
80495,"NZ","62","62","681b","TTP","O","N","ct_9",165,"tr_1"
80498,"HZ","88","88","451a","CDI","O","C","ct_9",1820,"tr_2"
80504,"QA","16","16","526e","CDI","O","C","ct_9",1942,"tr_1"
80527,"GZ","13","13","653a","CDI","O","P","ct_9",873,"tr_3"
80537,"TZ","45","45","563c","CDI","O","N","ct_7",923,"tr_1"
80551,"HZ","84","69","641a","CDI","O","C","ct_9",1777,"tr_4"
80552,"NZ","08","08","543g","CDI","O","C","ct_8",1418,"tr_3"
80566,"OZ","49","49","524c","CDI","O","C","ct_2",1820,"tr_6"
80577,"HZ","61","61","451a","CDI","O","P","ct_9",1274,"tr_2"
80578,"HZ","75","75","344b","CDI","O","P","ct_5",279,"tr_5"
80582,"HZ","30","30","641b","CDI","O","P","ct_9",465,"tr_4"
80590,"CG","71","71","626b","CDI","O","C","ct_9",1725,"tr_4"
80602,"QA","24","24","526a","CDI","O","C","ct_8",288,"tr_6"
80603,"FZ","88","88","632a","CDI","O","C","ct_9",379,"tr_1"
80608,"MA","91","75","543f","CDI","O","C","ct_9",1568,"tr_1"
80621,"GZ","57","57","542a","CDI","O","P","ct_9",517,"tr_2"
80628,"QB","95","95","525d","CDI","O","C","ct_8",257,"tr_4"
80631,"CK","59","59","624f","CDI","O","C","ct_9",1923,"tr_3"
80633,"QB","67","67","563b","CDI","O","P","ct_8",661,"tr_3"
80634,"QB","75","75","563b","CDI","O","N","ct_7",1142,"tr_1"
80638,"IZ","35","35","561d","CDI","O","P","ct_9",1318,"tr_3"
80640,"CJ","67","67","473b","CDI","O","C","ct_9",1827,"tr_6"
80642,"HZ","87","75","466c","CDI","O","P","ct_9",455,"tr_6"
80662,"HZ","62","62","641a","CDI","O","C","ct_9",2200,"tr_3"
80669,"GZ","60","60","635a","CDI","O","P","ct_9",606,"tr_0"
80676,"CE","06","06","674a","CDI","O","C","ct_9",1364,"tr_5"
80680,"CC","95","77","676c","CDI","O","C","ct_9",1711,"tr_5"
80681,"MA","94","92","461b","CDI","O","C","ct_9",1670,"tr_6"
80685,"NZ","78","78","564a","CDI","O","C","ct_8",3000,"tr_1"
80686,"OZ","59","59","332b","AUT","O","C","ct_2",1820,"tr_6"
80701,"QA","83","13","525d","CDI","O","C","ct_9",759,"tr_4"
80711,"NZ","57","57","684a","CDI","O","C",NA,170,"tr_5"
80717,"QA","92","91","311d","CDI","O","P","ct_8",949,"tr_6"
80728,"CL","42","42","474b","CDI","O","C","ct_9",1367,"tr_6"
80733,"OZ","92","75","523b","AUT","O","C","ct_1",1820,"tr_4"
80736,"HZ","94","94","676c","CDI","O","C","ct_9",1814,"tr_5"
80754,"QB","84","84","563a","CDI","O","N","ct_7",3000,"tr_1"
80762,"MA","69","69","542a","CDI","O","C","ct_9",805,"tr_3"
80763,"SZ","91","75","543b","CDI","O","C","ct_8",1820,"tr_5"
80773,"QB","76","76","563b","CDI","O","C","ct_9",1817,"tr_4"
80789,"IZ","91","94","561d","CDI","O","C","ct_9",623,"tr_5"
80796,"QB","79","79","563b","CDI","O","P","ct_8",1620,"tr_3"
80812,"CC","86","86","684a","CDI","O","P","ct_9",1125,"tr_1"
80814,"RZ","07","07","541c","TOA","O","C","ct_9",452,"tr_0"
80815,"NZ","13","13","684a","CDI","O","P","ct_9",1090,"tr_6"
80818,"GZ","34","34","554b","CDI","O","C","ct_9",1687,"tr_3"
80851,"JA","16","79","352a","CDI","O","C","ct_9",1820,"tr_3"
80853,"TZ","34","34","563c","CDI","O","N","ct_7",672,"tr_1"
80854,"QB","93","93","526a","CDI","O","P","ct_8",911,"tr_2"
80856,"TZ","69","69","563c","CDI","O","N","ct_7",685,"tr_0"
80859,"CK","88","88","623g","CDI","O","C","ct_9",1505,"tr_6"
80869,"HZ","75","75","642a","CDI","O","C","ct_9",690,"tr_1"
80877,"TZ","24","24","563c","CDI","O","C",NA,624,NA
80896,"CL","95","92","477d","CDI","O","C","ct_9",1906,"tr_4"
80902,"OZ","92","92","563b","AUT","O","C","ct_2",1820,"tr_6"
80909,"GZ","60","60","554b","CDI","O","C","ct_9",1417,"tr_1"
80913,"QB","95","95","563a","CDI","O","N","ct_7",3000,"tr_1"
80927,"OZ","29","29","524c","CDI","O","C","ct_2",1527,"tr_6"
80932,"HZ","93","77","641a","CDI","O","C","ct_9",1464,"tr_3"
80938,"QB","04","04","526a","CDI","O","C","ct_8",1435,"tr_4"
80940,"GZ","67","67","676c","CDI","O","P","ct_9",1414,"tr_6"
80943,"CL","17","17","632d","CDI","O","C","ct_9",1670,"tr_6"
80948,"NZ","75","75","564a","CDI","O","C","ct_8",3000,"tr_1"
80956,"NZ","75","75","564a","CDD","O","C",NA,256,"tr_6"
80960,"QA","78","78","431d","CDI","O","C","ct_8",1861,"tr_3"
80962,"HZ","13","13","543g","CDI","O","C","ct_9",1365,"tr_6"
80964,"MA","38","38","542a","CDI","O","C","ct_9",890,"tr_1"
80971,"MA","31","31","461e","CDI","O","C","ct_9",1943,"tr_2"
80975,"HZ","49","44","641a","CDI","O","C","ct_9",1926,"tr_5"
80992,"IZ","86","06","561d","TOA","O","P","ct_9",208,"tr_0"
81005,"GZ","38","92","462e","CDI","O","C","ct_9",1538,"tr_6"
81015,"HZ","27","27","641b","CDI","O","P","ct_9",841,"tr_5"
81016,"FZ","33","33","671c","CDI","O","C","ct_9",1109,"tr_3"
81017,"QB","89","89","563a","CDI","O","N","ct_7",3000,"tr_1"
81026,"GZ",NA,NA,"552a","CDI","O","C","ct_9",1564,"tr_3"
81034,"QA","83","83","526e","CDI","O","C","ct_9",706,"tr_2"
81035,"QA","77","77","526a","CDI","O","C","ct_8",1811,"tr_5"
81037,"CA","62","62","628b","CDI","O","C","ct_9",2200,"tr_5"
81041,"CH","88","88","634b","CDI","O","P","ct_9",1214,"tr_2"
81050,"QA","30","30","525d","CDI","O","C","ct_9",1044,"tr_6"
81054,"QA","41","37","526a","CDI","O","C","ct_8",1147,"tr_5"
81056,"CG","34","34","626b","CDI","O","C","ct_9",1926,"tr_3"
81071,"QB","72","72","563b","CDI","O","P","ct_8",1265,"tr_6"
81077,"FZ","67","67","632h","CDI","O","C","ct_9",1714,"tr_3"
81079,"CA","60","02","674c","CDI","O","C","ct_9",1820,"tr_6"
81080,"OZ","54","54","461d","CDI","O","P","ct_8",728,"tr_6"
81083,"CA","42","42","461e","CDI","O","C","ct_9",1834,"tr_5"
81099,"GZ","02","02","634c","CDI","O","C","ct_9",1950,"tr_0"
81100,"CB","49","49","627c","CDI","O","C","ct_9",1444,"tr_5"
81102,"IZ","89","89","636d","CDI","O","C","ct_9",1031,"tr_1"
81129,"MA","69","69","543b","CDI","O","C","ct_9",850,"tr_1"
81131,"QA","29","29","526a","CDI","O","P","ct_9",1264,"tr_3"
81135,"CA","68","68","554a","CDI","O","C","ct_9",1820,"tr_1"
81142,"NZ","75","75","564a","CDI","O","N","ct_8",955,"tr_0"
81143,"QB","43","43","525d","CDI","O","P","ct_8",1291,"tr_4"
81154,"TZ",NA,NA,"563a","CDI","O","C",NA,219,NA
81169,"HZ","57","57","466a","CDI","O","C","ct_9",1820,"tr_4"
81173,"MA","92","94","388a","CDI","O","P","ct_9",707,"tr_6"
81191,"MA","26","26","461c","CDI","O","C","ct_9",1655,"tr_1"
81199,"LZ","57","57","461d","CDI","O","P","ct_9",227,"tr_1"
81201,"NZ","94","93","684a","CDI","O","P","ct_9",548,"tr_6"
81202,"GZ","70","70","684a","CDI","O","C","ct_9",1911,"tr_5"
81203,"SZ","77","75","484a","CDD","O","C","ct_8",364,"tr_5"
81210,"CG","27","27","674d","CDI","O","C","ct_9",1680,"tr_5"
81215,"CG","62","62","475b","CDI","O","C","ct_9",1796,"tr_6"
81235,"QB","33","33","563b","AUT","O","C","ct_2",1851,"tr_3"
81260,"OZ","92","92","479b","CDI","O","P","ct_1",1456,"tr_6"
81264,"QA","50","50","526a","CDI","O","C","ct_9",1805,"tr_6"
81266,"NZ","92","92","534a","CDI","O","C","ct_9",1918,"tr_6"
81270,"MA","92","92","542a","CDI","O","C","ct_9",1512,"tr_6"
81277,"GZ","66","66","552a","CDI","O","P","ct_9",1596,"tr_5"
81284,"KZ","70","70","467a","CDI","O","C","ct_9",1820,"tr_2"
81290,"QA","50","50","632k","AUT","O","C","ct_3",1820,"tr_6"
81302,"HZ","49","49","641b","CDI","O","C","ct_9",2256,"tr_6"
81310,"GZ","66","66","526b","CDI","O","P","ct_9",491,"tr_1"
81311,"QB","51","51","563a","CDI","O","N","ct_7",3000,"tr_1"
81313,"CB","89","89","675a","CDI","O","C","ct_9",1482,"tr_3"
81315,"QA","61","61","525d","CDI","O","C","ct_8",1810,"tr_5"
81325,"SZ","65","65","541b","CDI","O","C","ct_4",1965,"tr_3"
81335,"FZ","35","41","681a","CDD","O","P",NA,308,NA
81337,"QB","72","72","434d","CDI","X","P","ct_8",1434,"tr_2"
81344,"CB","49","49","627c","CDI","O","C","ct_9",1522,"tr_6"
81361,"GZ","75","75","554e","CDD","O","C","ct_9",543,"tr_1"
81374,"QA","51","51","431f","CDI","O","P","ct_8",358,"tr_3"
81387,"QB","02","02","563a","CDI","O","N","ct_7",3000,"tr_1"
81407,"CH","52","52","673a","CDI","O","C","ct_9",1813,"tr_5"
81429,"NZ","84","84","684a","CDI","O","P","ct_9",1062,"tr_5"
81430,"OZ","34","34","461f","CDI","O","C","ct_9",1764,"tr_2"
81433,"NZ","05","04","684a","CDI","O","P","ct_9",2830,"tr_5"
81439,"NZ","07","26","691e","CDI","O","C",NA,188,"tr_1"
81449,"QB","91","91","432d","CDI","O","P","ct_8",911,"tr_3"
81453,"PZ","73","73","434a","CDI","O","C","ct_8",1384,"tr_2"
81466,"HZ","59","59","466c","CDI","O","C","ct_9",1983,"tr_6"
81473,"PZ","03","03","423a","CDI","O","C","ct_9",1498,"tr_1"
81479,"CI","33","33","477b","CDI","O","C","ct_9",1659,"tr_3"
81515,"QB","14","14","563a","CDI","O","N","ct_7",447,"tr_1"
81519,"CK","28","28","676e","CDI","O","C","ct_9",884,"tr_5"
81520,"GZ","79","79","556a","CDI","O","C","ct_9",1571,"tr_1"
81521,"GZ","77","77","672a","CDI","O","C","ct_9",1788,"tr_1"
81523,"LZ","45","94","463e","CDI","O","C","ct_9",393,"tr_1"
81536,"NZ","33","33","634d","CDI","O","C","ct_9",1134,"tr_3"
81546,"FZ","14","14","481b","CDI","O","C","ct_9",1668,"tr_4"
81588,"SZ","91","92","463e","CDI","O","C","ct_9",1837,"tr_1"
81595,"SZ","69","06","562b","CDI","O","C",NA,339,NA
81603,"GZ","78","78","676a","CDI","O","C","ct_9",1611,"tr_5"
81604,"SZ","63","03","685a","CDI","O","C","ct_9",1692,"tr_4"
81606,"SZ","58","58","684a","CDI","O","C","ct_8",1338,"tr_3"
81615,"CC","67","67","564b","CDI","O","C","ct_9",607,"tr_1"
81626,"TZ","17","17","563c","CDI","O","C",NA,1356,NA
81629,"PZ","53","53","525b","CDI","O","P","ct_8",823,"tr_4"
81639,"MA","75","75","627b","CDI","O","C","ct_9",1273,"tr_5"
81645,"OZ","34","34","524b","CDI","O","C","ct_1",1820,"tr_6"
81647,"CB","59","59","652a","CDI","O","C","ct_9",1049,"tr_6"
81655,"QB","15","15","525d","CDI","O","C","ct_8",1222,"tr_4"
81663,"TZ",NA,NA,"563c","CDI","O","N","ct_7",1248,"tr_1"
81670,"KZ","79","79","388b","CDI","O","C","ct_9",1820,"tr_6"
81678,"FZ","13","13","632j","CDI","O","C","ct_9",172,"tr_3"
81680,"QA",NA,NA,"433a","AUT","O","C","ct_3",1820,"tr_6"
81688,"CA","35","22","676e","CDI","O","C","ct_9",1637,"tr_4"
81699,"OZ","78","78","451g","AUT","O","C","ct_2",1669,"tr_6"
81701,"CJ","92","92","461e","CDI","O","C","ct_9",1899,"tr_6"
81703,"QB","27","27","525d","CDI","O","C","ct_9",1822,"tr_3"
81710,"QA","75","78","344a","CDI","O","P","ct_3",182,"tr_6"
81712,"QB","85","85","526d","CDI","O","P","ct_8",1274,"tr_4"
81716,"MA","93","75","543b","AUT","X","P","ct_9",1069,"tr_1"
81730,"NZ","67","67","684a","CDI","O","P","ct_9",1049,"tr_6"
81749,"QB","62","62","563a","CDI","O","N","ct_7",3000,"tr_0"
81758,"FZ",NA,NA,"543b","CDI","O","C","ct_9",1768,"tr_1"
81764,"SZ","44","44","311d","CDI","O","P","ct_8",580,"tr_1"
81780,"GZ","35","31","477c","CDI","O","C","ct_9",1526,"tr_3"
81783,"QB","40","40","526a","CDI","O","C","ct_8",1805,"tr_4"
81790,"CC","76","76","641a","CDI","O","C","ct_9",1647,"tr_3"
81794,"QB","16","16","684a","AUT","X","P","ct_8",1224,"tr_4"
81829,"QB","91","91","526d","CDI","O","C","ct_8",1791,"tr_1"
81840,"QB","35","35","434a","CDI","O","P","ct_8",1491,"tr_3"
81852,"CC","69","69","675c","CDI","O","P","ct_9",1444,"tr_4"
81853,"CB","34","34","675a","CDI","O","C","ct_9",607,"tr_4"
81875,"CH","29","29","474b","CDI","O","C","ct_9",1948,"tr_6"
81877,"CG","31","31","674d","CDI","O","C","ct_9",1935,"tr_2"
81884,"NZ","67","67","676e","TTP","O","C","ct_9",907,"tr_1"
81886,"CA","34","34","475b","CDI","O","C","ct_9",652,"tr_5"
81908,"QB","53","72","526d","CDI","O","C","ct_8",1750,"tr_4"
81913,"GZ","59","59","643a","CDI","O","C","ct_9",2028,"tr_2"
81918,"IZ","89","89","636d","CDI","O","C","ct_9",1031,"tr_1"
81920,"GZ","59","91","477b","CDI","O","C","ct_9",1721,"tr_0"
81921,"GZ","35","35","676a","CDI","O","C","ct_9",2046,"tr_4"
81928,"TZ","83","83","563c","CDI","O","C",NA,1883,NA
81934,"QA","30","30","526a","AUT","O","C","ct_3",1820,"tr_6"
81951,"QB","59","59","525d","CDI","O","C","ct_8",1820,"tr_2"
81959,"QA","07","26","431f","CDI","O","P","ct_9",1542,"tr_5"
81975,"IZ","77","75","561c","CDI","O","C","ct_9",809,"tr_2"
81979,"QA",NA,NA,"433a","CDI","O","C","ct_9",1848,"tr_6"
81990,"GZ","88","88","477b","CDI","O","C","ct_9",1974,"tr_2"
81992,"FZ","13","13","481b","CDI","O","C","ct_9",1820,"tr_3"
81996,"KZ","42","42","545c","CDI","O","P","ct_9",1373,"tr_1"
82008,"IZ","75","75","636d","CDI","O","C",NA,244,NA
82012,"CH","21","21","431f","CDI","O","C","ct_9",1449,"tr_6"
82017,"PZ","75","75","525a","CDI","O","P","ct_9",1095,"tr_2"
82025,"NZ","32","32","674c","CDI","O","C",NA,134,"tr_5"
82027,"QB","88","67","526a","CDI","O","C","ct_8",913,"tr_4"
82029,"QA",NA,NA,"451h","CDI","O","C","ct_3",758,"tr_6"
82032,"JA","75","27","353c","CDD","O","N","ct_9",980,"tr_1"
82033,"IZ","92","92","636d","CDI","O","C","ct_9",628,"tr_1"
82038,"QB","57","57","563a","CDI","O","C",NA,286,NA
82056,"GZ","19","19","634c","CDI","O","C","ct_9",288,"tr_1"
82063,"QA","60","60","526b","CDI","O","P","ct_8",828,"tr_5"
82074,"NZ","95","95","374c","CDI","O","C","ct_9",1669,"tr_6"
82102,"MC","76","93","465c","CDI","O","C","ct_9",1396,"tr_2"
82112,"FZ",NA,NA,"681a","CDI","O","C","ct_9",1820,"tr_1"
82114,"RZ","84","84","561b","CDI","O","C","ct_9",1721,"tr_4"
82119,"TZ","44","44","563c","TTP","O","C",NA,316,NA
82120,"GZ","59","59","634a","CDI","O","C","ct_9",1274,"tr_3"
82126,"QA","56","56","526b","CDI","O","C","ct_9",1339,"tr_1"
82130,"HZ","95","95","466c","CDI","O","C","ct_9",1785,"tr_5"
82131,"OZ","66","66","525b","AUT","O","C","ct_2",1794,"tr_6"
82144,"MA","78","78","461b","CDI","O","C","ct_9",1471,"tr_1"
82151,"CJ","71","71","672a","CDI","O","C","ct_9",1687,"tr_2"
82163,"HZ","63","63","642b","CDI","O","C",NA,187,NA
82174,"CG","65","65","626a","CDI","O","C","ct_9",1826,"tr_4"
82179,"QB","13","69","434b","CDI","O","C","ct_8",1791,"tr_5"
82188,"CB","75","75","462b","CDI","O","C","ct_9",1980,"tr_6"
82191,"CL","52","52","672a","CDI","O","C","ct_9",1826,"tr_4"
82212,"QA","42","42","542a","CDI","O","C","ct_9",1629,"tr_5"
82217,"QB","83","38","563c","CDI","O","P","ct_9",727,"tr_5"
82223,"GZ","51","51","388a","CDI","O","C","ct_9",1820,"tr_5"
82229,"CE","95","95","676c","CDI","O","C","ct_9",1820,"tr_6"
82230,"OZ","74","74","524c","CDI","O","P","ct_2",1309,"tr_5"
82232,"MB","07","91","342g","CDI","O","C","ct_5",2080,"tr_6"
82242,"QB","46","46","526a","CDI","O","P","ct_8",728,"tr_1"
82245,"NZ","40","40","676c","TTP","O","N","ct_9",171,"tr_1"
82251,"CA","74","74","625f","CDI","O","C","ct_9",1784,"tr_4"
82254,"FZ","93","91","632a","CDI","O","C","ct_9",593,"tr_6"
82257,"IZ","68","68","636d","CDI","O","P","ct_9",890,"tr_1"
82261,"PZ","28","45","423b","CDI","O","P","ct_1",1483,"tr_5"
82264,"KZ","92","75","543h","CDI","O","C","ct_5",1937,"tr_6"
82270,"HZ","77","77","653a","CDI","O","C","ct_9",1040,"tr_5"
82282,"QB","75","75","563a","CDI","O","P","ct_9",204,"tr_4"
82293,"CM","69","69","676e","CDI","O","C","ct_9",1967,"tr_3"
82294,"NZ",NA,NA,"671c","TTP","O","N","ct_9",196,"tr_1"
82305,"NZ","77","77","652a","TTP","O","C","ct_9",374,"tr_1"
82313,"NZ","44","44","684a","CDD","O","C","ct_8",531,"tr_3"
82319,"CA","72","28","643a","CDI","O","C","ct_9",1218,"tr_5"
82331,"CM","57","57","474c","CDI","O","C","ct_9",1710,"tr_3"
82334,"QB","64","64","563b","CDI","O","C","ct_9",1528,"tr_3"
82350,"CA","70","70","674c","TOA","O","C","ct_9",1190,"tr_3"
82356,"HZ","83","83","641b","CDI","O","P","ct_9",737,"tr_4"
82370,"QB","22","22","525d","CDI","O","C",NA,219,NA
82374,"CG","01","01","475b","CDI","O","C","ct_9",2000,"tr_2"
82375,"MA","59","59","479b","CDI","O","C","ct_9",3000,"tr_1"
82378,"FZ","37","37","632j","CDI","O","C","ct_9",1494,"tr_2"
82383,"HZ","69","38","641a","CDI","O","C","ct_9",2192,"tr_3"
82389,"QA","78","78","525d","CDI","O","C","ct_9",516,"tr_6"
82397,"QB","39","39","563b","CDI","O","P","ct_8",1677,"tr_6"
82402,"QB","89","89","525d","CDI","O","C","ct_9",1822,"tr_4"
82403,"TZ","75","75","563c","CDI","O","N","ct_7",526,"tr_0"
82406,"OZ","02","02","423b","AUT","O","C","ct_2",1820,"tr_5"
82412,"OZ","26","38","341a","AUT","O","C","ct_1",1820,"tr_6"
82427,"OZ","05","36","452b","CDI","O","C",NA,129,NA
82428,"QA","59","59","526b","CDI","O","C","ct_6",739,"tr_1"
82455,"QA","93","93","344a","CDI","O","P","ct_8",974,"tr_5"
82463,"CM","56","29","628g","CDI","O","C","ct_9",1969,"tr_1"
82492,"DZ","54","54","387a","CDI","O","C","ct_9",1771,"tr_5"
82498,"PZ","94","93","525a","CDI","O","C","ct_8",1820,"tr_2"
82499,"GZ","75","75","462a","CDI","O","C","ct_9",1617,"tr_0"
82500,"QB","44","44","525d","CDI","O","C","ct_9",1517,"tr_4"
82512,"QB","68","68","526a","CDI","O","P","ct_9",588,"tr_4"
82519,"GZ","17","17","543f","CDI","O","C","ct_9",1526,"tr_5"
82528,"CE","07","07","652a","CDI","O","P","ct_9",1789,"tr_5"
82547,"CM","33","33","473c","CDI","O","C","ct_9",1565,"tr_0"
82556,"MA","92","75","541c","CDI","O","C","ct_9",757,"tr_5"
82558,"CJ","19","19","672a","CDI","O","C","ct_9",920,"tr_6"
82563,"SZ","01","01","526d","CDI","O","C","ct_8",1725,"tr_2"
82578,"HZ","66","66","641a","CDI","O","C","ct_9",2200,"tr_3"
82585,"PZ","10","89","423b","CDD","O","C","ct_9",874,"tr_2"
82587,"QB","61","61","685a","AUT","X","P","ct_8",1066,"tr_2"
82589,"PZ","81","81","421b","AUT","O","C","ct_2",1820,"tr_3"
82590,"CB","24","24","423b","CDI","O","C","ct_9",732,"tr_5"
82594,"GZ","13","13","634c","CDI","O","P","ct_9",1318,"tr_2"
82605,"QA",NA,NA,"526a","CDI","O","C","ct_9",1904,"tr_6"
82621,"MA","92","75","461b","CDI","O","C","ct_9",1827,"tr_6"
82648,"MA","42","42","691b","CDI","O","P","ct_8",955,"tr_4"
82653,"HZ","13","13","641b","CDI","O","C","ct_9",1986,"tr_6"
82672,"RZ","54","54","424a","CDI","O","P","ct_9",309,"tr_1"
82680,"CA","42","42","674c","CDI","O","P","ct_9",489,"tr_5"
82688,"HZ","23","87","451a","CDI","O","C","ct_9",1820,"tr_2"
82691,"PZ","92","92","422c","CDI","O","C","ct_8",1669,"tr_4"
82692,"GZ","75","93","534a","CDI","O","P","ct_9",1880,"tr_1"
