PRIMARY_KEY,FORMER_JOB_42,former_emp_contract,retirement_age
80628,"csp_5_2","EMP1-6",60
80631,"csp_6_2","EMP1-6",61
80633,"csp_5_6","EMP1-6",56
80634,"csp_5_6","EMP1-6",57
80638,"csp_5_6","EMP1-6",57
80640,"csp_4_7","EMP1-6",60
80642,"csp_4_6","EMP1-6",58
80662,"csp_6_4","EMP1-6",60
80669,"csp_6_3","EMP1-6",63
80676,"csp_6_7","EMP1-6",64
80680,"csp_6_7","EMP1-6",59
80681,"csp_4_6","EMP1-6",60
80685,"csp_5_6","EMP1-6",65
80686,"csp_3_3","EMP1-5",60
80701,"csp_5_2","EMP1-6",65
80703,"csp_2_1","EMP2-1",65
80706,"csp_1_3","EMP2-2",60
80711,"csp_6_8","EMP1-6",60
80715,"csp_1_1","EMP2-3",60
80717,"csp_3_1","EMP1-6",60
80722,"csp_4_6","EMP2-1",57
80728,"csp_4_7","EMP1-6",60
80733,"csp_5_2","EMP1-5",67
80736,"csp_6_7","EMP1-6",60
80741,"csp_2_2","EMP2-2",56
80744,"csp_1_1","EMP2-1",60
80754,"csp_5_6","EMP1-6",60
80762,"csp_5_4","EMP1-6",63
80763,"csp_5_4","EMP1-6",60
80773,"csp_5_6","EMP1-6",60
80776,"csp_2_1","EMP2-1",65
80789,"csp_5_6","EMP1-6",60
80790,"csp_1_3","EMP2-2",60
80791,"csp_2_1","EMP2-2",59
80796,"csp_5_6","EMP1-6",60
80812,"csp_6_8","EMP1-6",64
80813,"csp_2_2","EMP2-2",60
80814,"csp_5_4","EMP1-2",60
80815,"csp_6_8","EMP1-6",60
80818,"csp_5_5","EMP1-6",61
80851,"csp_3_5","EMP1-6",60
80853,"csp_5_6","EMP1-6",54
80854,"csp_5_2","EMP1-6",65
80855,"csp_1_1","EMP2-1",55
80856,"csp_5_6","EMP1-6",65
80859,"csp_6_2","EMP1-6",58
80869,"csp_6_4","EMP1-6",57
80877,"csp_5_6","EMP1-6",57
80885,"csp_1_1","EMP2-1",60
80896,"csp_4_7","EMP1-6",55
80902,"csp_5_6","EMP1-5",60
80905,"csp_1_1","EMP2-1",54
80909,"csp_5_5","EMP1-6",60
80913,"csp_5_6","EMP1-6",60
80927,"csp_5_2","EMP1-6",59
80932,"csp_6_4","EMP1-6",60
80938,"csp_5_2","EMP1-6",60
80940,"csp_6_7","EMP1-6",62
80943,"csp_6_3","EMP1-6",55
80948,"csp_5_6","EMP1-6",60
80956,"csp_5_6","EMP1-5",64
80960,"csp_4_3","EMP1-6",60
80962,"csp_5_4","EMP1-6",60
80963,"csp_2_1","EMP2-2",63
80964,"csp_5_4","EMP1-6",64
80971,"csp_4_6","EMP1-6",60
80975,"csp_6_4","EMP1-6",60
80992,"csp_5_6","EMP1-5",65
81005,"csp_4_6","EMP1-6",60
81015,"csp_6_4","EMP1-6",60
81016,"csp_6_7","EMP1-6",62
81017,"csp_5_6","EMP1-6",55
81026,"csp_5_5","EMP1-6",60
81031,"csp_1_1","EMP2-1",60
81034,"csp_5_2","EMP1-6",59
81035,"csp_5_2","EMP1-6",60
81037,"csp_6_2","EMP1-6",65
81041,"csp_6_3","EMP1-6",65
81050,"csp_5_2","EMP1-6",60
81054,"csp_5_2","EMP1-6",61
81056,"csp_6_2","EMP1-6",57
81071,"csp_5_6","EMP1-6",60
81077,"csp_6_3","EMP1-6",60
81079,"csp_6_7","EMP1-6",58
81080,"csp_4_6","EMP1-6",65
81083,"csp_4_6","EMP1-6",63
81099,"csp_6_3","EMP1-6",60
81100,"csp_6_2","EMP1-6",62
81102,"csp_6_3","EMP1-6",60
81129,"csp_5_4","EMP1-6",66
81131,"csp_5_2","EMP1-6",60
81135,"csp_5_5","EMP1-6",60
81142,"csp_5_6","EMP1-6",68
81143,"csp_5_2","EMP1-6",63
81154,"csp_5_6","EMP1-6",60
81169,"csp_4_6","EMP1-6",60
81173,"csp_3_8","EMP1-6",60
81191,"csp_4_6","EMP1-6",65
81195,"csp_1_1","EMP2-2",60
81199,"csp_4_6","EMP1-6",65
81201,"csp_6_8","EMP1-6",60
81202,"csp_6_8","EMP1-6",60
81203,"csp_4_8","EMP1-2",66
81204,"csp_4_6","EMP2-1",61
81210,"csp_6_7","EMP1-6",64
81215,"csp_4_7","EMP1-6",60
81229,"csp_4_6","EMP2-3",57
81235,"csp_5_6","EMP1-5",60
81250,"csp_1_1","EMP2-1",60
81260,"csp_4_7","EMP1-6",65
81264,"csp_5_2","EMP1-6",61
81266,"csp_5_3","EMP1-6",60
81270,"csp_5_4","EMP1-6",53
81277,"csp_5_5","EMP1-6",62
81278,"csp_3_1","EMP2-1",60
81283,"csp_1_3","EMP2-2",62
81284,"csp_4_6","EMP1-6",60
81290,"csp_6_3","EMP1-5",58
81302,"csp_6_4","EMP1-6",60
81310,"csp_5_2","EMP1-6",60
81311,"csp_5_6","EMP1-6",60
81313,"csp_6_7","EMP1-6",58
81315,"csp_5_2","EMP1-6",60
81325,"csp_5_4","EMP1-6",60
81335,"csp_6_8","EMP1-5",58
81337,"csp_4_3","EMP1-3",60
81344,"csp_6_2","EMP1-6",60
81361,"csp_5_5","EMP1-5",63
81374,"csp_4_3","EMP1-6",65
81387,"csp_5_6","EMP1-6",58
81407,"csp_6_7","EMP1-6",62
81416,"csp_2_1","EMP2-1",60
81422,"csp_4_3","EMP2-1",60
81429,"csp_6_8","EMP1-6",60
81430,"csp_4_6","EMP1-6",60
81433,"csp_6_8","EMP1-6",60
81439,"csp_6_9","EMP1-6",60
81449,"csp_4_3","EMP1-6",65
81453,"csp_4_3","EMP1-6",55
81466,"csp_4_6","EMP1-6",58
81473,"csp_4_2","EMP1-6",60
81479,"csp_4_7","EMP1-6",65
81480,"csp_1_1","EMP2-1",55
81490,"csp_2_3","EMP2-2",60
81515,"csp_5_6","EMP1-6",63
81519,"csp_6_7","EMP1-6",60
81520,"csp_5_5","EMP1-6",60
81521,"csp_6_7","EMP1-6",65
81523,"csp_4_6","EMP1-6",65
81530,"csp_1_1","EMP2-1",61
81536,"csp_6_3","EMP1-6",56
81537,"csp_2_1","EMP2-1",55
81546,"csp_4_8","EMP1-6",60
81552,"csp_1_1","EMP2-1",65
81588,"csp_4_6","EMP1-6",60
81595,"csp_5_6","EMP1-6",60
81603,"csp_6_7","EMP1-6",60
81604,"csp_6_8","EMP1-6",57
81606,"csp_6_8","EMP1-6",60
81615,"csp_5_6","EMP1-6",60
81626,"csp_5_6","EMP1-6",63
81629,"csp_5_2","EMP1-6",68
81639,"csp_6_2","EMP1-6",64
81645,"csp_5_2","EMP1-6",64
81647,"csp_6_5","EMP1-6",60
81655,"csp_5_2","EMP1-6",56
81663,"csp_5_6","EMP1-6",60
81670,"csp_3_8","EMP1-6",60
81678,"csp_6_3","EMP1-6",60
81680,"csp_4_3","EMP1-5",60
81688,"csp_6_7","EMP1-6",62
81699,"csp_4_5","EMP1-5",58
81701,"csp_4_6","EMP1-6",60
81703,"csp_5_2","EMP1-6",60
81710,"csp_3_4","EMP1-6",57
81712,"csp_5_2","EMP1-6",65
81715,"csp_1_3","EMP2-1",60
81716,"csp_5_4","EMP1-5",60
81730,"csp_6_8","EMP1-6",65
81749,"csp_5_6","EMP1-6",65
81758,"csp_5_4","EMP1-6",60
81764,"csp_3_1","EMP1-6",62
81780,"csp_4_7","EMP1-6",58
81783,"csp_5_2","EMP1-6",55
81790,"csp_6_4","EMP1-6",60
81794,"csp_6_8","EMP1-2",55
81829,"csp_5_2","EMP1-6",64
81840,"csp_4_3","EMP1-6",63
81852,"csp_6_7","EMP1-6",60
81853,"csp_6_7","EMP1-6",65
81875,"csp_4_7","EMP1-6",60
81877,"csp_6_7","EMP1-6",65
81884,"csp_6_7","EMP1-2",53
81886,"csp_4_7","EMP1-6",58
81900,"csp_1_3","EMP2-2",65
81908,"csp_5_2","EMP1-6",60
81913,"csp_6_4","EMP1-6",60
81918,"csp_6_3","EMP1-6",60
81919,"csp_4_3","EMP2-1",58
81920,"csp_4_7","EMP1-6",57
81921,"csp_6_7","EMP1-6",58
81928,"csp_5_6","EMP1-6",60
81934,"csp_5_2","EMP1-5",60
81951,"csp_5_2","EMP1-6",60
81959,"csp_4_3","EMP1-6",55
81975,"csp_5_6","EMP1-6",60
81979,"csp_4_3","EMP1-6",64
81990,"csp_4_7","EMP1-6",59
81992,"csp_4_8","EMP1-6",56
81996,"csp_5_4","EMP1-6",60
82008,"csp_6_3","EMP1-6",60
82011,"csp_1_1","EMP2-1",65
82012,"csp_4_3","EMP1-6",65
82017,"csp_5_2","EMP1-6",60
82025,"csp_6_7","EMP1-6",60
82027,"csp_5_2","EMP1-6",60
82029,"csp_4_5","EMP1-6",60
82032,"csp_3_5","EMP1-5",56
82033,"csp_6_3","EMP1-6",65
82038,"csp_5_6","EMP1-6",65
82056,"csp_6_3","EMP1-6",60
82063,"csp_5_2","EMP1-6",61
82074,"csp_3_7","EMP1-6",60
82092,"csp_1_1","EMP2-2",60
82102,"csp_4_6","EMP1-6",62
82111,"csp_4_6","EMP2-1",60
82112,"csp_6_8","EMP1-6",60
82114,"csp_5_6","EMP1-6",59
82119,"csp_5_6","EMP1-5",63
82120,"csp_6_3","EMP1-6",60
82126,"csp_5_2","EMP1-6",60
82130,"csp_4_6","EMP1-6",56
82131,"csp_5_2","EMP1-5",65
82144,"csp_4_6","EMP1-6",60
82151,"csp_6_7","EMP1-6",63
82163,"csp_6_4","EMP1-6",64
82174,"csp_6_2","EMP1-6",60
82179,"csp_4_3","EMP1-6",60
82184,"csp_1_3","EMP2-2",60
82188,"csp_4_6","EMP1-6",60
82189,"csp_2_1","EMP2-1",60
82191,"csp_6_7","EMP1-6",60
82192,"csp_1_1","EMP2-1",60
82197,"csp_1_2","EMP2-1",60
82212,"csp_5_4","EMP1-6",55
82217,"csp_5_6","EMP1-6",60
82223,"csp_3_8","EMP1-6",60
82229,"csp_6_7","EMP1-6",60
82230,"csp_5_2","EMP1-6",61
82232,"csp_3_4","EMP1-6",60
82237,"csp_2_3","EMP2-2",58
82242,"csp_5_2","EMP1-6",61
82245,"csp_6_7","EMP1-5",60
82251,"csp_6_2","EMP1-6",62
82254,"csp_6_3","EMP1-6",63
82257,"csp_6_3","EMP1-6",63
82261,"csp_4_2","EMP1-6",60
82264,"csp_5_4","EMP1-6",57
82270,"csp_6_5","EMP1-6",59
82282,"csp_5_6","EMP1-6",60
82293,"csp_6_7","EMP1-6",56
82294,"csp_6_7","EMP1-5",58
82305,"csp_6_5","EMP1-5",65
82313,"csp_6_8","EMP1-5",63
82319,"csp_6_4","EMP1-6",60
82331,"csp_4_7","EMP1-6",61
82334,"csp_5_6","EMP1-6",60
82338,"csp_1_3","EMP2-2",63
82349,"csp_1_3","EMP2-2",60
82350,"csp_6_7","EMP1-5",60
82356,"csp_6_4","EMP1-6",60
82370,"csp_5_2","EMP1-6",65
82374,"csp_4_7","EMP1-6",66
82375,"csp_4_7","EMP1-6",59
82378,"csp_6_3","EMP1-6",65
82383,"csp_6_4","EMP1-6",60
82388,"csp_2_1","EMP2-1",60
82389,"csp_5_2","EMP1-6",56
82391,"csp_2_2","EMP2-1",57
82396,"csp_2_1","EMP2-1",60
82397,"csp_5_6","EMP1-6",62
82402,"csp_5_2","EMP1-6",60
82403,"csp_5_6","EMP1-6",65
82406,"csp_4_2","EMP1-5",60
82408,"csp_1_1","EMP2-1",65
82411,"csp_1_1","EMP2-1",60
82412,"csp_3_4","EMP1-5",60
82417,"csp_2_2","EMP2-1",58
82423,"csp_1_1","EMP2-1",65
82427,"csp_4_5","EMP1-6",63
82428,"csp_5_2","EMP1-6",60
82430,"csp_4_6","EMP2-1",60
82447,"csp_1_1","EMP2-1",65
82450,"csp_1_1","EMP2-1",63
82455,"csp_3_4","EMP1-6",64
82462,"csp_1_1","EMP2-1",60
82463,"csp_6_2","EMP1-6",60
82475,"csp_3_1","EMP2-1",60
82492,"csp_3_8","EMP1-6",65
82498,"csp_5_2","EMP1-6",60
82499,"csp_4_6","EMP1-6",60
82500,"csp_5_2","EMP1-6",60
82510,"csp_1_1","EMP2-2",60
82512,"csp_5_2","EMP1-6",65
82519,"csp_5_4","EMP1-6",60
82523,"csp_2_3","EMP2-2",65
82528,"csp_6_5","EMP1-6",60
82545,"csp_4_6","EMP2-1",62
82547,"csp_4_7","EMP1-6",55
82556,"csp_5_4","EMP1-6",65
82558,"csp_6_7","EMP1-6",60
82563,"csp_5_2","EMP1-6",56
82578,"csp_6_4","EMP1-6",60
82585,"csp_4_2","EMP1-5",60
82587,"csp_6_8","EMP1-3",60
82589,"csp_4_2","EMP1-5",60
82590,"csp_4_2","EMP1-6",60
82594,"csp_6_3","EMP1-6",64
82605,"csp_5_2","EMP1-6",60
82621,"csp_4_6","EMP1-6",60
82638,"csp_1_1","EMP2-1",60
82648,"csp_6_9","EMP1-6",60
82653,"csp_6_4","EMP1-6",55
82657,"csp_1_1","EMP2-1",60
82669,"csp_2_3","EMP2-2",61
82670,"csp_2_2","EMP2-2",60
82672,"csp_4_2","EMP1-6",54
82680,"csp_6_7","EMP1-6",61
82688,"csp_4_5","EMP1-6",64
82691,"csp_4_2","EMP1-6",55
82692,"csp_5_3","EMP1-6",63
82724,"csp_5_4","EMP1-6",60
82730,"csp_1_3","EMP2-2",60
82735,"csp_6_2","EMP1-6",60
82742,"csp_4_3","EMP1-6",65
82744,"csp_5_2","EMP1-6",65
82751,"csp_4_2","EMP1-6",65
82755,"csp_5_2","EMP1-6",60
82757,"csp_5_4","EMP1-6",60
82773,"csp_2_2","EMP2-1",60
82777,"csp_5_4","EMP1-6",58
82779,"csp_4_7","EMP1-6",60
82786,"csp_2_1","EMP2-1",56
82799,"csp_4_8","EMP1-6",55
82801,"csp_5_6","EMP1-5",59
82804,"csp_5_2","EMP1-6",62
82813,"csp_4_2","EMP2-1",60
82821,"csp_6_5","EMP1-6",60
82827,"csp_4_6","EMP1-6",60
82856,"csp_4_2","EMP1-6",58
82868,"csp_6_3","EMP1-6",60
82879,"csp_3_7","EMP1-6",59
82886,"csp_2_2","EMP2-1",60
82887,"csp_2_2","EMP2-1",63
82908,"csp_1_1","EMP2-1",58
82913,"csp_5_2","EMP1-6",60
82923,"csp_5_4","EMP1-6",62
82933,"csp_5_2","EMP1-6",56
82934,"csp_6_7","EMP1-6",60
82941,"csp_4_3","EMP1-6",65
82969,"csp_2_1","EMP2-2",62
82974,"csp_5_2","EMP1-6",65
82981,"csp_3_4","EMP1-6",62
82987,"csp_5_4","EMP1-2",65
82995,"csp_6_8","EMP1-6",56
83003,"csp_4_3","EMP2-1",63
83012,"csp_4_6","EMP1-6",60
83014,"csp_5_6","EMP1-6",60
83020,"csp_5_6","EMP1-6",65
83030,"csp_5_2","EMP1-6",60
83058,"csp_1_2","EMP2-1",60
83068,"csp_4_5","EMP1-6",68
83072,"csp_5_2","EMP1-6",60
83082,"csp_5_6","EMP1-6",61
83095,"csp_6_3","EMP1-6",60
83099,"csp_5_2","EMP1-6",60
83101,"csp_4_2","EMP1-6",65
83102,"csp_6_3","EMP1-6",60
83107,"csp_5_3","EMP1-6",60
83113,"csp_4_3","EMP1-6",61
83121,"csp_3_5","EMP2-1",56
83126,"csp_2_1","EMP2-1",60
83140,"csp_3_3","EMP1-6",60
83149,"csp_5_6","EMP1-5",60
83164,"csp_4_5","EMP1-5",60
83165,"csp_2_3","EMP2-2",65
83171,"csp_3_7","EMP1-6",60
83177,"csp_5_6","EMP1-6",56
83178,"csp_5_4","EMP1-6",60
83181,"csp_5_4","EMP1-6",60
83182,"csp_6_2","EMP1-6",60
83184,"csp_2_1","EMP2-1",60
83188,"csp_3_3","EMP1-6",65
83205,"csp_4_2","EMP1-6",58
83220,"csp_3_8","EMP1-6",60
83221,"csp_5_6","EMP1-6",60
83223,"csp_5_2","EMP1-6",60
83228,"csp_6_8","EMP1-6",60
83234,"csp_4_2","EMP1-6",65
83235,"csp_2_2","EMP2-1",57
83236,"csp_5_6","EMP1-6",60
83246,"csp_5_2","EMP1-6",60
83249,"csp_5_6","EMP1-5",59
83252,"csp_3_3","EMP1-5",60
83254,"csp_2_1","EMP2-2",60
83261,"csp_4_5","EMP1-6",60
83264,"csp_4_8","EMP1-6",60
83273,"csp_5_6","EMP1-6",59
83278,"csp_2_2","EMP2-1",60
83280,"csp_5_2","EMP1-6",54
83283,"csp_5_2","EMP1-6",60
83308,"csp_4_2","EMP1-6",60
83309,"csp_5_6","EMP1-6",60
83310,"csp_3_8","EMP1-6",53
83338,"csp_5_6","EMP1-5",60
83351,"csp_3_3","EMP1-6",59
83356,"csp_4_6","EMP1-6",60
83361,"csp_5_3","EMP1-6",60
83368,"csp_5_3","EMP1-6",60
83375,"csp_5_3","EMP1-6",53
83390,"csp_4_5","EMP1-6",58
83392,"csp_6_3","EMP1-6",60
83404,"csp_5_6","EMP1-6",60
83406,"csp_6_2","EMP1-6",60
83418,"csp_5_2","EMP1-6",60
83423,"csp_5_4","EMP1-6",65
83424,"csp_6_4","EMP1-6",55
83431,"csp_2_1","EMP2-2",65
83434,"csp_6_3","EMP1-6",60
83457,"csp_5_6","EMP1-6",59
83461,"csp_5_5","EMP1-6",61
83462,"csp_5_6","EMP1-6",65
83468,"csp_4_3","EMP2-1",64
83470,"csp_3_8","EMP1-6",61
83489,"csp_6_7","EMP1-6",64
83496,"csp_4_6","EMP1-6",60
83504,"csp_4_5","EMP1-6",65
83512,"csp_2_2","EMP2-2",56
83516,"csp_4_2","EMP1-6",60
83522,"csp_6_2","EMP1-6",64
83528,"csp_4_6","EMP1-6",60
83530,"csp_2_1","EMP2-1",59
83534,"csp_3_4","EMP1-6",59
83541,"csp_4_2","EMP1-6",60
83552,"csp_6_5","EMP1-6",57
83556,"csp_4_6","EMP1-6",60
83557,"csp_4_6","EMP1-6",60
83559,"csp_6_3","EMP1-6",56
83560,"csp_5_5","EMP1-6",62
83569,"csp_4_6","EMP1-6",60
83573,"csp_4_6","EMP1-6",58
83577,"csp_4_8","EMP1-6",55
83586,"csp_5_6","EMP1-6",57
83592,"csp_3_1","EMP2-2",57
83597,"csp_6_7","EMP1-6",62
83600,"csp_5_6","EMP1-5",60
83604,"csp_5_2","EMP1-3",60
83608,"csp_6_3","EMP1-6",60
83629,"csp_2_2","EMP2-2",66
83644,"csp_6_5","EMP1-6",56
83651,"csp_3_4","EMP1-6",58
83654,"csp_4_6","EMP1-6",65
83666,"csp_6_3","EMP1-6",60
83680,"csp_4_2","EMP2-1",65
83682,"csp_4_7","EMP1-6",60
83699,"csp_3_5","EMP1-6",53
83701,"csp_3_8","EMP1-6",60
83720,"csp_5_2","EMP1-6",60
83722,"csp_3_8","EMP1-6",62
83725,"csp_3_1","EMP2-2",60
83730,"csp_1_3","EMP2-2",60
83740,"csp_5_2","EMP1-6",65
83741,"csp_3_7","EMP1-6",59
83749,"csp_4_6","EMP1-3",65
83772,"csp_5_2","EMP1-6",67
83775,"csp_5_5","EMP1-6",60
83776,"csp_6_2","EMP1-6",60
83779,"csp_5_2","EMP1-5",57
83787,"csp_6_2","EMP1-6",60
83797,"csp_3_7","EMP1-6",60
83801,"csp_3_1","EMP2-2",60
83810,"csp_5_2","EMP1-6",64
83820,"csp_5_4","EMP1-6",60
83832,"csp_4_3","EMP1-6",60
83833,"csp_5_3","EMP1-6",60
83840,"csp_6_2","EMP1-6",57
83851,"csp_1_2","EMP2-1",63
83852,"csp_4_7","EMP1-6",59
83858,"csp_5_6","EMP1-6",60
83866,"csp_3_8","EMP1-6",60
83869,"csp_6_8","EMP1-5",56
83876,"csp_4_2","EMP1-6",65
83882,"csp_3_7","EMP1-6",60
83887,"csp_3_4","EMP1-6",60
83891,"csp_5_6","EMP1-5",65
83903,"csp_3_8","EMP1-6",59
83914,"csp_2_2","EMP2-1",60
83918,"csp_1_3","EMP2-2",60
83928,"csp_6_7","EMP1-6",65
83932,"csp_4_5","EMP1-6",60
83938,"csp_2_2","EMP2-1",60
83940,"csp_2_2","EMP2-2",61
83945,"csp_3_4","EMP1-6",60
83947,"csp_4_2","EMP1-6",50
83950,"csp_3_4","EMP1-6",52
83952,"csp_5_4","EMP1-6",60
83955,"csp_1_1","EMP2-3",60
83963,"csp_5_6","EMP1-5",55
83970,"csp_6_3","EMP1-6",60
83971,"csp_2_2","EMP2-2",60
83974,"csp_4_3","EMP1-6",60
83978,"csp_1_1","EMP2-1",65
83980,"csp_5_6","EMP1-6",60
83983,"csp_6_8","EMP1-6",60
83988,"csp_6_4","EMP1-6",63
83992,"csp_5_6","EMP1-6",59
84013,"csp_4_3","EMP2-1",60
84023,"csp_5_3","EMP1-6",63
84025,"csp_4_2","EMP1-6",61
84027,"csp_5_4","EMP1-6",62
84028,"csp_6_8","EMP1-6",56
84029,"csp_5_5","EMP1-6",59
84053,"csp_5_2","EMP1-6",60
84056,"csp_6_7","EMP1-6",65
84058,"csp_5_5","EMP1-6",60
84061,"csp_4_3","EMP1-6",60
84062,"csp_4_3","EMP1-6",56
84063,"csp_5_4","EMP1-6",60
84064,"csp_6_7","EMP1-6",63
84065,"csp_2_1","EMP2-1",56
84067,"csp_4_2","EMP1-6",60
84068,"csp_5_6","EMP1-6",56
84073,"csp_4_6","EMP1-6",65
84078,"csp_6_8","EMP1-6",65
84082,"csp_2_1","EMP2-1",65
84085,"csp_5_4","EMP1-6",60
84088,"csp_4_3","EMP1-5",60
84092,"csp_6_7","EMP1-6",60
84095,"csp_3_4","EMP1-6",60
84098,"csp_3_8","EMP1-6",62
84101,"csp_5_2","EMP1-5",60
84106,"csp_5_4","EMP1-6",60
84111,"csp_6_4","EMP1-6",60
84112,"csp_5_6","EMP1-6",60
84114,"csp_4_2","EMP1-6",62
84118,"csp_5_5","EMP1-6",60
84129,"csp_5_4","EMP1-6",59
84138,"csp_4_2","EMP1-6",61
84143,"csp_5_4","EMP1-6",60
84144,"csp_5_2","EMP1-6",58
84146,"csp_3_4","EMP1-5",60
84159,"csp_4_6","EMP1-6",60
84160,"csp_4_3","EMP1-6",60
84162,"csp_5_5","EMP1-6",65
84168,"csp_2_2","EMP2-2",56
84169,"csp_5_2","EMP1-6",60
84173,"csp_6_7","EMP1-6",62
84178,"csp_3_3","EMP1-6",60
84186,"csp_4_7","EMP1-6",54
84187,"csp_5_2","EMP1-5",69
84188,"csp_4_8","EMP1-6",56
84192,"csp_2_3","EMP2-2",65
84197,"csp_4_2","EMP2-1",60
84199,"csp_4_5","EMP1-6",68
84202,"csp_4_3","EMP2-1",58
84205,"csp_4_7","EMP1-6",60
84207,"csp_2_1","EMP2-2",58
84215,"csp_5_2","EMP1-6",61
84220,"csp_4_3","EMP1-6",52
84224,"csp_2_2","EMP2-2",60
84232,"csp_4_3","EMP1-6",60
84234,"csp_4_8","EMP1-6",64
84236,"csp_6_7","EMP1-6",60
84248,"csp_2_3","EMP2-2",59
84250,"csp_4_3","EMP1-6",60
84254,"csp_4_2","EMP1-6",60
84257,"csp_5_6","EMP1-6",60
84265,"csp_3_8","EMP1-6",59
84268,"csp_4_2","EMP1-5",65
84269,"csp_5_2","EMP1-6",60
84273,"csp_4_7","EMP1-6",60
84289,"csp_5_2","EMP1-6",60
84291,"csp_6_5","EMP1-6",65
84311,"csp_5_4","EMP1-6",60
84329,"csp_6_2","EMP1-6",60
84336,"csp_6_7","EMP1-6",63
84350,"csp_4_3","EMP1-6",60
84356,"csp_4_8","EMP1-6",65
84358,"csp_4_2","EMP2-1",65
84360,"csp_5_2","EMP1-5",55
84369,"csp_6_8","EMP1-6",65
84372,"csp_3_3","EMP1-6",57
84374,"csp_6_8","EMP1-6",50
84394,"csp_5_2","EMP1-6",62
84396,"csp_6_7","EMP1-6",60
84398,"csp_2_1","EMP2-1",60
84404,"csp_4_7","EMP1-6",65
84406,"csp_4_6","EMP1-6",62
84417,"csp_5_6","EMP1-6",61
84418,"csp_4_3","EMP1-6",60
84422,"csp_3_8","EMP1-6",63
84424,"csp_5_2","EMP1-6",65
84429,"csp_2_2","EMP2-2",60
84431,"csp_4_6","EMP1-6",60
84449,"csp_6_2","EMP1-6",56
84450,"csp_5_5","EMP1-6",60
84451,"csp_4_3","EMP1-6",60
84453,"csp_2_1","EMP2-1",60
84455,"csp_3_4","EMP1-6",60
84456,"csp_5_6","EMP1-6",55
84457,"csp_6_2","EMP1-6",60
84474,"csp_5_2","EMP1-6",58
84485,"csp_5_4","EMP1-6",60
84488,"csp_6_2","EMP1-6",60
84520,"csp_5_2","EMP1-6",60
84530,"csp_2_3","EMP2-2",60
84535,"csp_2_1","EMP2-2",61
84537,"csp_4_3","EMP1-6",65
84539,"csp_6_4","EMP1-6",56
84549,"csp_1_1","EMP2-1",60
84551,"csp_3_5","EMP1-6",62
84552,"csp_5_2","EMP1-5",60
84562,"csp_4_6","EMP1-6",65
84571,"csp_5_5","EMP1-6",60
84573,"csp_6_7","EMP1-6",52
84577,"csp_2_1","EMP2-2",63
84584,"csp_1_2","EMP2-1",57
84586,"csp_4_6","EMP1-6",62
84602,"csp_6_8","EMP1-6",63
84607,"csp_2_2","EMP2-2",60
84611,"csp_2_3","EMP2-2",61
84620,"csp_6_8","EMP1-5",59
84627,"csp_4_7","EMP1-6",57
84630,"csp_2_2","EMP2-2",60
84632,"csp_5_6","EMP1-6",65
84634,"csp_3_8","EMP1-6",60
84640,"csp_5_2","EMP1-6",60
84642,"csp_5_2","EMP1-6",64
84648,"csp_6_2","EMP1-6",57
84665,"csp_5_6","EMP1-5",60
84670,"csp_2_1","EMP2-1",60
84680,"csp_3_8","EMP1-6",65
84683,"csp_3_8","EMP1-6",58
84685,"csp_5_4","EMP1-6",60
84691,"csp_6_8","EMP1-6",60
84692,"csp_6_4","EMP1-6",60
84695,"csp_1_1","EMP2-1",57
84702,"csp_5_2","EMP1-6",60
84707,"csp_4_6","EMP1-6",60
84708,"csp_6_3","EMP1-6",43
84724,"csp_5_2","EMP1-6",60
84747,"csp_6_8","EMP1-6",65
84748,"csp_5_3","EMP1-6",60
84749,"csp_6_3","EMP1-6",60
84754,"csp_4_7","EMP1-6",55
84757,"csp_5_2","EMP1-6",65
84761,"csp_6_4","EMP1-6",62
84762,"csp_5_4","EMP1-6",60
84764,"csp_5_5","EMP1-6",60
84781,"csp_4_6","EMP1-6",60
84782,"csp_5_2","EMP1-6",65
84798,"csp_5_5","EMP1-6",60
84801,"csp_5_2","EMP1-6",62
84802,"csp_1_1","EMP2-1",65
84805,"csp_5_2","EMP1-6",61
84807,"csp_6_3","EMP1-6",58
84810,"csp_5_6","EMP1-6",65
84813,"csp_6_8","EMP1-6",55
84832,"csp_4_6","EMP1-6",60
84846,"csp_5_4","EMP1-6",55
84849,"csp_5_4","EMP1-6",65
84850,"csp_6_9","EMP1-6",62
84875,"csp_4_2","EMP1-6",60
84879,"csp_5_5","EMP1-6",65
84884,"csp_5_5","EMP1-6",65
84887,"csp_5_6","EMP1-6",54
84888,"csp_5_3","EMP1-6",65
84901,"csp_6_5","EMP1-5",60
84911,"csp_6_4","EMP1-6",60
84912,"csp_5_2","EMP1-6",60
84924,"csp_5_6","EMP1-6",55
84926,"csp_6_8","EMP1-6",60
84929,"csp_3_4","EMP1-6",60
84933,"csp_5_6","EMP1-6",60
84937,"csp_2_3","EMP2-2",60
84946,"csp_3_7","EMP1-6",64
84960,"csp_2_2","EMP2-2",60
84975,"csp_5_2","EMP1-6",60
84991,"csp_5_4","EMP1-6",60
85005,"csp_5_2","EMP1-5",60
85007,"csp_6_2","EMP1-6",65
85026,"csp_5_4","EMP1-6",53
85027,"csp_2_3","EMP2-2",60
85034,"csp_3_1","EMP2-1",63
85036,"csp_6_2","EMP1-6",60
85039,"csp_5_4","EMP1-6",60
85049,"csp_5_5","EMP1-6",60
85057,"csp_6_2","EMP1-6",60
